NAME,NSECode,Industry
REDTAPE LIMITED,REDTAPE,Footwear
Metro Brands Ltd,METROBRAND,Footwear
Transteel Seating Technologies Ltd,TRANSTEEL,Furniture Home Furnishing
C P S Shapers Ltd,CPS,Garments & Apparels
Karnika Industries Ltd,KARNIKA,Garments & Apparels
Vinny Overseas Ltd,VINNY,Garments & Apparels
Ethos Ltd,ETHOSLTD,"Gems, Jewellery And Watches"
"Manoj Vaibhav Gems ""N"" Jewellers Ltd",MVGJL,"Gems, Jewellery And Watches"
LA OPALA RG LTD.,LAOPALA,Glass & Glass Products
BOROSIL RENEWABLES LTD,BORORENEW,Glass & Glass Products
SAINT-GOBAIN SEKURIT INDIA LTD.,SAINTGOBAIN,Glass & Glass Products
BOROSIL LTD,BOROLTD,Glass & Glass Products
ASAHI INDIA GLASS LTD.,ASAHIINDIA,Glass & Glass Products
VIJAYA DIAGNOSTIC CENTRE LIMITED,VIJAYA,HEALTHCARE SERVICE PROVIDERS
KRSNAA DIAGNOSTICS LTD,KRSNAA,Healthcare
NG INDUSTRIES LTD.,NGIND,Healthcare
INDRAPRASTHA MEDICAL CORP.LTD.,INDRAMEDCO,Healthcare
KRISHNA INSTITUTE OF MEDICAL SCIENCES LTD,KIMS,Healthcare
FORTIS HEALTHCARE LTD.,FORTIS,Healthcare
KOVAI MEDICAL CENTER & HOSPITAL LTD.,KOVAI,Healthcare
ASPIRA PATHLAB & DIAGNOSTICS LTD,ASPIRA,Healthcare
DR. LAL PATHLABS LTD,LALPATHLAB,Healthcare
NARAYANA HRUDAYALAYA LTD,NH,Healthcare
GIAN LIFE CARE LTD,GIANLIFE,Healthcare
Family Care Hospitals Ltd,FAMILYCARE,Healthcare
LOOKS HEALTH SERVICES LIMITED,LOOKS,Healthcare
TEJNAKSH HEALTHCARE LTD,TEJNAKSH,Healthcare
POLY MEDICURE LTD.,POLYMED,Healthcare
APOLLO HOSPITALS ENTERPRISE LTD.,APOLLOHOSP,Healthcare
DR LALCHANDANI LABS LTD,DLCL,Healthcare
CONSTRONICS INFRA LTD,CONSTRONIC,Healthcare
Vaidya Sane Ayurved Laboratories Limited,MADHAVBAUG,Healthcare
LOTUS EYE HOSPITAL AND INSTITUTE LTD,LOTUSEYE,Healthcare
MAX HEALTHCARE INSTITUTE LTD,MAXHEALTH,Healthcare
Zydus Lifesciences Limited,ZYDUSLIFE,Healthcare
SHALBY LTD,SHALBY,Healthcare
SHREE PACETRONIX LTD.,SHREEPAC,Healthcare
METROPOLIS HEALTHCARE LTD,METROPOLIS,Healthcare
MEDINOVA DIAGNOSTIC SERVICES LTD.,MEDINOV,Healthcare
HEALTHCARE GLOBAL ENTERPRISES LTD,HCG,Healthcare
THYROCARE TECHNOLOGIES LTD,THYROCARE,Healthcare
KMC SPECIALITY HOSPITALS (INDIA) LTD.,KMCSHIL,Healthcare
RAINBOW CHILDRENS MEDICARE LIMITED,RAINBOW,Healthcare Facilities.
Tarsons Products Ltd,TARSONS,Healthcare Supplies.
Aatmaj Healthcare Ltd,AATMAJ,Hospital
Maitreya Medicare Ltd,MAITREYA,Hospital
Sangani Hospitals Ltd,SANGANI,Hospital
Unihealth Consultancy Ltd,UNIHEALTH,Hospital
Yatharth Hospital & Trauma Care Services Ltd,YATHARTH,Hospital
Global Health Ltd,MEDANTA,Hospitals
WESTLIFE DEVELOPMENT LTD.,WESTLIFE,Hotels
VIDLI RESTAURANTS LTD,VIDLI,Hotels
PHOENIX TOWNSHIP LTD,PHOENIXTN,Hotels
BURGER KING INDIA LTD,RBA,Hotels
BARBEQUE-NATION HOSPITALITY LTD,BARBEQUE,Hotels
GUJARAT HOTELS LTD.,GUJHOTE,Hotels
HOTEL RUGBY LTD.,HOTELRUGBY,Hotels
BENARES HOTELS LTD.,BENARAS,Hotels
DEVYANI INTERNATIONAL LTD,DEVYANI,Hotels
APOLLO SINDOORI,APOLSINHOT,Hotels
Elin Electronics Ltd,ELIN,Household Appliances
Greenchef Appliances Ltd,GREENCHEF,Household Appliances
Cello World Ltd,CELLO,Houseware
Latent View Analytics Ltd,LATENTVIEW,IT Consulting & Software
RateGain Travel Technologies Ltd,RATEGAIN,IT Consulting & Software
QUADPRO ITES LIMITED,QUADPRO,IT ENABLED SERVICES - SOFTWARE
Sahana Systems Ltd,SAHANA,IT Enabled Services
Vertexplus Technologies Ltd,VERTEXPLUS,IT Enabled Services
ROX Hi-Tech Ltd,ROXHITECH,IT Enabled Services
Tata Technologies Ltd,TATATECH,IT Enabled Services
VL E-GOVERNANCE & IT SOLUTIONS LIMITED,VLEGOV,IT Enabled Services
eMudhra Ltd,EMUDHRA,IT Enabled Services
PlatinumOne Business Services Ltd,POBS,IT Software & Services - BPO
First Fintec Ltd,FIRSTFIN,IT Software Products
Syrma SGS Technology Ltd,SYRMA,Industrial Electronics
Tega Industries Ltd,TEGA,Industrial Machinery
G.G.DANDEKAR MACHINE WORKS LTD.,GGDANDE,Industrial Machinery
GALAXY AGRICO EXPORTS LTD,GALAGEX,Industrial Machinery.
ISHAN INTERNATIONAL LIMITED,ISHAN,Industrial Products
Kaynes Technology India Ltd,KAYNES,Industrial Products
Uniparts India Ltd,UNIPARTS,Industrial Products
Cyient DLM Ltd,CYIENTDLM,Industrial Products
Vinyas Innovative Technologies Ltd,VINYAS,Industrial Products
Global Pet Industries Ltd,GLOBALPET,Industrial Products
FSN E-Commerce Ventures Ltd,NYKAA,Internet & Catalogue Retail
BEML LAND ASSETS LIMITED,BLAL,Investment Company
NMDC Steel Ltd,NSLNISP,Iron & Steel
De Neers Tools Ltd,DENEERS,Iron & Steel Products
Ratnaveer Precision Engineering Ltd,RATNAVEER,Iron & Steel Products
Venus Pipes & Tubes Ltd,VENUSPIPES,Iron & Steel Products
Aeroflex Industries Ltd,AEROFLEX,Iron & Steel Products
Krishca Strapping Solutions Ltd,KRISHCA,Iron & Steel Products
KOTYARK INDUSTRIES LIMITED,KOTYARK,LPG/CNG/PNG/LNG SUPPLIER
IRM ENERGY LTD,IRMENERGY,LPG/CNG/PNG/LNG Supplier
MIRZA INTERNATIONAL LTD.,MIRZAINT,Leather / Leather Products
RELAXO FOOTWEARS LTD.,RELAXO,Leather / Leather Products
BATA INDIA LTD.,BATAINDIA,Leather / Leather Products
SREELEATHERS LTD.,SREEL,Leather / Leather Products
TVS Supply Chain Solutions Ltd,TVSSCS,Logistics Solution Provider
OneClick Logistics India Ltd,OLIL,Logistics Solution Provider
Transvoy Logistics India Ltd,TRANSVOY,Logistics Solution Provider
Zeal Global Services Ltd,ZEAL,Logistics Solution Provider
Committed Cargo Care Ltd,COMMITTED,Logistics Solution Provider
Gandhar Oil Refinery (India) Ltd,GANDHAR,Lubricants
HMA Agro Industries Ltd,HMAAGRO,Meat Products including Poultry
QMS MEDICAL ALLIED SERVICES LIMITED,QMSMEDI,Medical Equipment & Supplies
Vasa Denticity Ltd,DENTALKART,Medical Equipment & Supplies
GRAVITA INDIA LTD.,GRAVITA,Mining / Minerals / Metals
COAL INDIA LTD.,COALINDIA,Mining / Minerals / Metals
ORISSA MINERALS DEVELOPMENT COMPANY LTD.,ORISSAMINE,Mining / Minerals / Metals
SARTHAK METALS LTD,SMLT,Mining / Minerals / Metals
MOIL LTD.,MOIL,Mining / Minerals / Metals
HINDUSTAN COPPER LTD.,HINDCOPPER,Mining / Minerals / Metals
FACOR ALLOYS LTD.,FACORALL,Mining / Minerals / Metals
SHYAM CENTURY FERROUS LTD,SHYAMCENT,Mining / Minerals / Metals
TINPLATE COMPANY OF INDIA LTD.,TINPLATE,Mining / Minerals / Metals
SHILP GRAVURES LTD.,SHILGRAVQ,Mining / Minerals / Metals
CUBEX TUBINGS LTD.,CUBEXTUB,Mining / Minerals / Metals
INDIAN METALS & FERRO ALLOYS LTD.,IMFA,Mining / Minerals / Metals
PRECISION WIRES INDIA LTD.,PRECWIRE,Mining / Minerals / Metals
KACHCHH MINERALS LTD.,KACHCHH,Mining / Minerals / Metals
MANAKSIA LTD.,MANAKSIA,Mining / Minerals / Metals
ELANGO INDUSTRIES LTD.,ELANGO,Mining / Minerals / Metals
SOUTHERN MAGNESIUM & CHEMICALS LTD.,SOUTHMG,Mining / Minerals / Metals
KIOCL LTD,KIOCL,Mining / Minerals / Metals
ASI INDUSTRIES LTD,ASIIL,Mining / Minerals / Metals
MAITHAN ALLOYS LTD.,MAITHANALL,Mining / Minerals / Metals
SANDUR MANGANESE & IRON ORES LTD.,SANDUMA,Mining / Minerals / Metals
SOUTH WEST PINN.,SOUTHWEST,Mining / Minerals / Metals
MADHAV COPPER,MCL,Mining / Minerals / Metals
NILE LTD.,NILE,Mining / Minerals / Metals
GUJARAT MINERAL DEVELOPMENT CORPORATION LTD.,GMDCLTD,Mining / Minerals / Metals
NMDC LTD.,NMDC,Mining / Minerals / Metals
NAGPUR POWER & INDUSTRIES LTD.,NAGPI,Mining / Minerals / Metals
Millennium Online Solutions ( India ) Ltd,MILLENNIUM,Misc.Commercial Services
PIX TRANSMISSIONS LTD.,PIXTRANS,Miscellaneous
BOMBAY SUPER HYB,BSHSL,Miscellaneous
MM RUBBER COMPANY LTD.,MMRUBBR-B,Miscellaneous
MUKTA AGRICULTURE LTD,MUKTA,Miscellaneous
BANKA BIOLOO,BANKA,Miscellaneous
PETRONET LNG LTD.,PETRONET,Miscellaneous
PRAVEG COMMUNICATIONS (INDIA) LTD,PRAVEG,Miscellaneous
NATH BIO-GENES (INDIA) LTD,NATHBIOGEN,Miscellaneous
SHANTI EDUCATIONAL INITIATIVES LTD,SEIL,Miscellaneous
GENESIS IBRC INDIA LTD,GENESIS,Miscellaneous
NAVKAR CORPORATION LTD,NAVKARCORP,Miscellaneous
NATURAL CAPSULES LTD.,NATCAPSUQ,Miscellaneous
POKARNA LTD.,POKARNA,Miscellaneous
PTL ENTERPRISES LTD.,PTL,Miscellaneous
S&T CORPORATION LTD.,STCORP,Miscellaneous
WELLNESS NONI LTD.,WELLNESS,Miscellaneous
ECO RECYCLING LTD.,ECORECO,Miscellaneous
SANGHVI BRANDS LTD,SBRANDS,Miscellaneous
ORISSA BENGAL CARRIER LTD,OBCL,Miscellaneous
NMS RESOURCES GLOBAL LTD,NMSRESRC,Miscellaneous
RISHIROOP LTD,RISHIROOP,Miscellaneous
EKI ENERGY SERVICES LTD,EKI,Miscellaneous
GAIL (INDIA) LTD.,GAIL,Miscellaneous
RITHWIK FACILITY MANAGEMENT SERVICES LTD,RITHWIKFMS,Miscellaneous
DRS DILIP ROAD,DRSDILIP,Miscellaneous
RUBFILA INTERNATIONAL LTD.,RUBFILA,Miscellaneous
RAJASTHAN PETRO SYNTHETICS LTD.,RAJSPTR,Miscellaneous
PARTY CRUISERS,PARTYCRUS,Miscellaneous
PATEL INTEGRATED LOGISTICS LTD.,PATINTLOG,Miscellaneous
GARWARE MARINE INDUSTRIES LTD.,GARWAMAR,Miscellaneous
ELEGANT MARBLES & GRANI INDUSTRIES LTD.,ELEMARB,Miscellaneous
GATEWAY DISTRIPARKS LTD.,GATEWAY,Miscellaneous
OCEANAA BIOTEK INDUSTRIES LTD,OBIL,Miscellaneous
SANCO TRANS LTD.,SANCTRN,Miscellaneous
OTCO INTERNATIONAL LTD.,OTCO,Miscellaneous
MANGALAM SEEDS LTD,MSL,Miscellaneous
PRESSMAN ADVERTISING LIMITED,PRESSMN,Miscellaneous
WALCHAND PEOPLEFIRST LTD.,WALCHPF,Miscellaneous
VIMTA LABS LTD.,VIMTALABS,Miscellaneous
PRITHVI EXCHANGE (INDIA) LTD,PRITHVIEXCH,Miscellaneous
VENKY'S (INDIA) LTD.,VENKEYS,Miscellaneous
AJOONI BIOTECH,AJOONI,Miscellaneous
GREENPANEL INDUSTRIES LTD,GREENPANEL,Miscellaneous
SONAM CLOCK,SONAMCLOCK,Miscellaneous
DEEP ENERGY RESOURCES LTD,DEEPENR,Miscellaneous
JEEVAN SCIENTIFIC TECHNOLOGY LTD,JSTL,Miscellaneous
GREENLAM INDUSTRIES LTD,GREENLAM,Miscellaneous
TRANSPORT CORPORATION OF INDIA LTD.,TCI,Miscellaneous
AARVI ENCON,AARVI,Miscellaneous
CUPID LTD.,CUPID,Miscellaneous
KEERTI KNOWLEDGE,KEERTI,Miscellaneous
KNOWLEDGE MARINE & ENGINEERING WORKS LTD,KMEW,Miscellaneous
AFFLE (INDIA) LTD,AFFLE,Miscellaneous
MAESTROS ELECTRONICS & TELECOMMUNICATIONS SYSTEMS LTD,METSL,Miscellaneous
CENTURY PLYBOARDS (I) LTD.,CENTURYPLY,Miscellaneous
GUJARAT GAS LTD,GUJGASLTD,Miscellaneous
TAAZA INTERNATIONAL LTD,TAAZAINT,Miscellaneous
LANCER CONTAINER LINES LTD,LANCER,Miscellaneous
SUVIDHAA INFOSERVE LTD,SUVIDHAA,Miscellaneous
TIMEX GROUP INDIA LTD.,TIMEX,Miscellaneous
VERTOZ ADVERTIS.,VERTOZ,Miscellaneous
ALLCARGO LOGISTICS LTD.,ALLCARGO,Miscellaneous
GUJARAT STATE PETRONET LTD.,GSPL,Miscellaneous
SUN PHARMA ADVANCED RESEARCH COMPANY LTD.,SPARC,Miscellaneous
CRISIL LTD.,CRISIL,Miscellaneous
DIVYASHAKTI GRANITES LTD.,DIVSHKT,Miscellaneous
DEEP INDUSTRIES LTD,DEEPINDS,Miscellaneous
TOTAL TRANSPORT,TOTAL,Miscellaneous
GUJARAT PIPAVAV PORT LTD.,GPPL,Miscellaneous
STYLAM INDUSTRIES LIMITED,STYLAMIND,Miscellaneous
TOUCHWOOD ENTER.,TOUCHWOOD,Miscellaneous
SWASTI VINAYAKA ART AND HERITAGE CORPORATION LTD,SVARTCORP,Miscellaneous
TIGER LOGISTICS (INDIA) LTD,TIGERLOGS,Miscellaneous
CL EDUCATE LTD,CLEDUCATE,Miscellaneous
CONTAINER CORPORATION OF INDIA LTD.,CONCOR,Miscellaneous
KDDL LTD.,KDDL,Miscellaneous
MAHANAGAR GAS LTD,MGL,Miscellaneous
MADHAV MARBLES & GRANITES LTD.,MADHAV,Miscellaneous
DHRUV CONSULTANCY SERVICES LTD,DHRUV,Miscellaneous
COMPUTER AGE MANAGEMENT SERVICES LTD,CAMS,Miscellaneous
SIS LTD,SIS,Miscellaneous
TEAMLEASE SERVICES LTD,TEAMLEASE,Miscellaneous
CONFIDENCE PETROLEUM INDIA LTD.,CONFIPET,Miscellaneous
C D S L,CDSL,Miscellaneous
APCOTEX INDUSTRIES LTD.,APCOTEXIND,Miscellaneous
MILESTONE GLOBAL LTD.,MILESTONE,Miscellaneous
MATRIMONY.COM LTD,MATRIMONY,Miscellaneous
ADANI TOTAL GAS LTD,ATGL,Miscellaneous
ACE INTEGRATED,ACEINTEG,Miscellaneous
INDIAMART INTERMESH LTD,INDIAMART,Miscellaneous
DRA CONSULTANTS LTD,DRA,Miscellaneous
INFO EDGE (INDIA) LTD.,NAUKRI,Miscellaneous
INDIAN ENERGY EXCHANGE LTD,IEX,Miscellaneous
DRC SYSTEMS INDIA LTD,DRCSYSTEMS,Miscellaneous
JUBILANT INGREVIA LTD,JUBLINGREA,Miscellaneous
JUST DIAL LTD.,JUSTDIAL,Miscellaneous
SHREEJI TRANSLOGISTICS LTD,STL,Miscellaneous
VRL LOGISTICS LTD,VRLLOG,Miscellaneous
INDAG RUBBER LTD.,INDAG,Miscellaneous
KAVERI SEED COMPANY LTD.,KSCL,Miscellaneous
TREE HOUSE EDUCATION & ACCESSORIES LTD.,TREEHOUSE,Miscellaneous
MAHINDRA LOGISTICS LTD,MAHLOG,Miscellaneous
AJANTA SOYA LTD.,AJANTSOY,Miscellaneous
JK AGRI GENETICS LTD,JK AGRI,Miscellaneous
COCHIN SHIPYARD LTD,COCHINSHIP,Miscellaneous
SHREEOSWAL SEEDS,OSWALSEEDS,Miscellaneous
ACEWIN AGRITECK LTD,ACEWIN,Miscellaneous
INDRAPRASTHA GAS LTD.,IGL,Miscellaneous
GLOBAL EDUCATION,GLOBAL,Miscellaneous
INTEGRATED CAPITAL SERVICES LTD,ICSL,Miscellaneous
VEGETABLE PRODUCTS LTD,VEGETABLE,Miscellaneous
V.I.P.INDUSTRIES LTD.,VIPIND,Moulded Luggage
SAFARI INDUSTRIES (INDIA) LTD.,SAFARI,Moulded Luggage
HAZOOR MULTI PROJECTS LTD.,HAZOOR,Movies & Entertainment
JINDAL DRILLING & INDUSTRIES LTD.,JINDRILL,Oil Drilling / Allied Services
ALPHAGEO (INDIA) LTD.,ALPHAGEO,Oil Drilling / Allied Services
AAKASH EXPLOR.,AAKASH,Oil Drilling / Allied Services
ASIAN ENERGY SERVICES LTD,ASIANENE,Oil Drilling / Allied Services
DUKE OFFSHORE LTD.,DUKEOFS,Oil Drilling / Allied Services
Nirman Agri Genetics Ltd,NIRMAN,Other Agricultural Products
OROSIL SMITHS INDIA LTD.,OROSMITHS,Other Apparels & Accessories
SK International Export Ltd,SKIEL,Other Apparels & Accessories
Go Fashion (India) Ltd,GOCOLORS,Other Apparels & Accessories
Vishnusurya Projects and Infra Ltd,VISHNUINFR,Other Construction Materials
MCON Rasayan India Ltd,MCON,Other Construction Materials
E Factor Experiences Ltd,EFACTOR,Other Consumer Services
Oriana Power Ltd,ORIANA,Other Electrical Equipment
Avalon Technologies Ltd,AVALON,Other Electrical Equipment
Rishabh Instruments Ltd,RISHABH,Other Electrical Equipment
Saakshi Medtech & Panels Ltd,SAAKSHI,Other Electrical Equipment
Nexus Surgical And Medicare Ltd,NEXUSSURGL,Other Financial Services
SRIVARI SPICES AND FOODS LIMITED,SSFL,Other Food Products
Baba Food Processing India Ltd,BABAFP,Other Food Products
Proventus Agrocom Ltd,PROV,Other Food Products
Madhusudan Masala Ltd,MADHUSUDAN,Other Food Products
Goyal Salt Ltd,GOYALSALT,Other Food Products
Srivari Spices & Foods Ltd,SSFL,Other Food Products
Harsha Engineers International Ltd,HARSHA,Other Industrial Products
Srivasavi Adhesive Tapes Ltd,SRIVASAVI,Other Industrial Products
Holmarc Opto-Mechatronics Ltd,HOLMARC,Other Industrial Products
AMEYA PRECISION ENGINEERS LIMITED,AMEYA,Other Industrial Products
VARANIUM CLOUD LIMITED,CLOUD,Other Telecom Services
VIVO COLLABORATION SOLUTIONS LIMITED,VIVO,Other Telecom Services
Prabhhans Industries Ltd,PRABHHANS,Other Textile Products
Sahaj Fashions Ltd,SAHAJ,Other Textile Products
Inox Green Energy Services Ltd,INOXGREEN,Other Utilities
D.K. ENTERPRISES GLOBAL LIMITED,DKEGL,PACKAGING
Magson Retail and Distribution Ltd,MAGSON,Packaged Foods
PANJON LTD.,PANJON,Packaged Foods
ANNAPURNA SWADISHT LIMITED,ANNAPURNA,Packaged Foods
GARWARE HI-TECH FILMS LTD,GRWRHITECH,Packaging
KAIRA CAN CO.LTD.,KAIRA,Packaging
WAAREE TECHNOLOGIES LTD,WAAREE,Packaging
RAJESHWARI CANS LTD,RCAN,Packaging
SHREE RAMA MULTI-TECH LTD.,SHREERAMA,Packaging
EPL LTD,EPL,Packaging
COMMERCIAL SYN BAGS LTD,COMSYN,Packaging
POLYPLEX CORPORATION LTD.,POLYPLEX,Packaging
COOL CAPS INDUSTRIES LIMITED,COOLCAPS,Packaging
HUHTAMAKI INDIA LTD,HUHTAMAKI,Packaging
SHRI JAGDAMBA POLYMERS LTD.,SHRJAGP,Packaging
Pyramid Technoplast Ltd,PYRAMID,Packaging
TPL PLASTECH LTD.,TPLPLASTEH,Packaging
EVEREST KANTO CYLINDER LTD.,EKC,Packaging
Rex Sealing & Packing Industries Ltd,REXSEAL,Packaging
PERFECTPAC LTD.,PERFEPA,Packaging
RAJ PACKAGING INDUSTRIES LTD.,RAJPACK,Packaging
ECOPLAST LTD.,ECOPLAST,Packaging
Sah Polymers Ltd,SAH,Packaging
SONAL ADHESIVES LTD.,SONALAD,Packaging
NAHAR POLYFILMS LTD.,NAHARPOLY,Packaging
ORICON ENTERPRISES LTD.,ORICONENT,Packaging
DUROPACK LTD.,DUROPACK,Packaging
B&A PACKAGING INDIA LIMITED,BAPACK,Packaging
HITECH CORPORATION LTD,HITECHCORP,Packaging
CONTROL PRINT LTD.,CONTROLPR,Packaging
Bikaji Foods International Ltd,BIKAJI,Packaging Foods
INDIGO PAINTS LTD,INDIGOPNTS,Paints / Varnishes
YUG DECOR LTD,YUG,Paints / Varnishes
ASIAN PAINTS LTD.,ASIANPAINT,Paints / Varnishes
KANSAI NEROLAC PAINTS LTD.,KANSAINER,Paints / Varnishes
SHALIMAR PAINTS LTD.,SHALPAINTS,Paints / Varnishes
BERGER PAINTS INDIA LTD.,BERGEPAINT,Paints / Varnishes
AKZO NOBEL INDIA LIMITED,AKZOINDIA,Paints / Varnishes
STAR PAPER MILLS LTD.,STARPAPER,Paper
PUDUMJEE PAPER PRODUCTS LTD,PDMJEPAPER,Paper
G. K. P. PRINTING & PACKAGING LTD,GKP,Paper
WEST COAST PAPER MILLS LTD.,WSTCSTPAPR,Paper
DANUBE INDUSTRIES LTD,DANUBE,Paper
SESHASAYEE PAPER & BOARDS LTD.,SESHAPAPER,Paper
CENTURY TEXTILES & INDUSTRIES LTD.,CENTURYTEX,Paper
ANDHRA PAPER LTD,ANDHRAPAP,Paper
B&B TRIPLEWALL,BBTCL,Paper
WORTH PERIPHERAL,WORTH,Paper
SHREYANS INDUSTRIES LTD.,SHREYANIND,Paper
RUCHIRA PAPERS LTD.,RUCHIRA,Paper
GRATEX INDUSTRIES LTD.,GRATEXI,Paper & Paper Products
PAKKA LIMITED,PAKKA,Paper & Paper Products
Mercury Ev-Tech Ltd,MERCURYEV,Passenger Cars & Utility Vehicles
Honasa Consumer Ltd,HONASA,Personal Care
GKB OPHTHALMICS LTD.,GKB,Personal Care - Indian
GODREJ CONSUMER PRODUCTS LTD.,GODREJCP,Personal Care - Indian
ADOR MULTIPRODUCTS LTD.,ADORMUL,Personal Care - Indian
MARICO LTD.,MARICO,Personal Care - Indian
BAJAJ CONSUMER CARE LTD,BAJAJCON,Personal Care - Indian
EMAMI LTD.,EMAMILTD,Personal Care - Indian
RADIX INDUSTRIES (INDIA) LIMITED,RADIXIND,Personal Care - Indian
JHS SVENDGAARD LABORATORIES LTD.,JHS,Personal Care - Indian
JYOTHY LABS LTD,JYOTHYLAB,Personal Care - Indian
DABUR INDIA LTD.,DABUR,Personal Care - Indian
GILLETTE INDIA LTD.,GILLETTE,Personal Care - Multinational
HINDUSTAN UNILEVER LTD.,HINDUNILVR,Personal Care - Multinational
COLGATE-PALMOLIVE (INDIA) LTD.,COLPAL,Personal Care - Multinational
PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.,PGHH,Personal Care - Multinational
Dreamfolks Services Limited,DREAMFOLKS,Personal Services
Dharmaj Crop Guard Ltd,DHARMAJ,Pesticides & Agrochemicals
SHIVALIK RASAYAN LTD,SHIVALIK,Pesticides / Agrochemicals - Indian
MEGHMANI ORGANICS LTD.,MEGH,Pesticides / Agrochemicals - Indian
SHARDA CROPCHEM LTD,SHARDACROP,Pesticides / Agrochemicals - Indian
INSECTICIDES (INDIA) LTD.,INSECTICID,Pesticides / Agrochemicals - Indian
PI INDUSTRIES LTD,PIIND,Pesticides / Agrochemicals - Indian
BHAGIRADHA CHEMICALS & INDUSTRIES LTD.,BHAGCHEM,Pesticides / Agrochemicals - Indian
AIMCO PESTICIDES LTD.,AIMCOPEST,Pesticides / Agrochemicals - Indian
BEST AGROLIFE LTD,BESTAGRO,Pesticides / Agrochemicals - Indian
PAUSHAK LTD.,PAUSHAKLTD,Pesticides / Agrochemicals - Indian
KILPEST INDIA LTD.,KILPEST,Pesticides / Agrochemicals - Indian
HERANBA INDUSTRIES LTD,HERANBA,Pesticides / Agrochemicals - Indian
INDIA PESTICIDES LTD,IPL,Pesticides / Agrochemicals - Indian
DHANUKA AGRITECH LTD.,DHANUKA,Pesticides / Agrochemicals - Indian
BHARAT RASAYAN LTD.,BHARATRAS,Pesticides / Agrochemicals - Indian
SUMITOMO CHEMICAL INDIA LTD,SUMICHEM,Pesticides / Agrochemicals - Indian
ASTEC LIFESCIENCES LIMITED,ASTEC,Pesticides / Agrochemicals - Indian
RALLIS INDIA LTD.,RALLIS,Pesticides / Agrochemicals - Indian
SIKKO INDUSTRIES,SIKKO,Pesticides / Agrochemicals - Indian
BAYER CROPSCIENCE LTD.,BAYERCROP,Pesticides / Agrochemicals - Multinational
AGARWAL INDUSTRIAL CORPORATION LTD.,AGARIND,Petrochemicals
SUPREME PETROCHEM LTD.,SUPPETRO,Petrochemicals
SAVITA OIL TECHNOLOGIES LTD.,SOTL,Petrochemicals
PANAMA PETROCHEM LTD.,PANAMAPET,Petrochemicals
POLYCHEM LTD.,POLYCHEM,Petrochemicals
INEOS STYROLUTION INDIA LTD,INEOSSTYRO,Petrochemicals
KOTHARI PETROCHEMICALS LTD.,KOTHARIPET,Petrochemicals
BHANSALI ENGINEERING POLYMERS LTD.,BEPL,Petrochemicals
MANALI PETROCHEMICAL LTD.,MANALIPETC,Petrochemicals
Vilin Bio Med Ltd,VILINBIO,Pharmaceuticals
Blue Jet Healthcare Ltd,BLUEJET,Pharmaceuticals
Infinium Pharmachem Ltd,INFINIUM,Pharmaceuticals
JEENA SIKHO LIFECARE LIMITED,JSLL,Pharmaceuticals
Supriya Lifescience Ltd,SUPRIYA,Pharmaceuticals
Aarti Pharmalabs Ltd1,AARTIPHARM,Pharmaceuticals
Remus Pharmaceuticals Ltd,REMUS,Pharmaceuticals
Sigachi Industries Ltd,SIGACHI,Pharmaceuticals
Ami Organics Ltd,AMIORG,Pharmaceuticals
Sunrest Lifescience Ltd,SUNREST,Pharmaceuticals
Mankind Pharma Ltd,MANKIND,Pharmaceuticals
Sotac Pharmaceuticals Ltd,SOTAC,Pharmaceuticals
MEDI-CAPS LTD.,MEDICAPQ,Pharmaceuticals
Medico Remedies Ltd,MEDICO,Pharmaceuticals
KIMIA BIOSCIENCES LTD,KIMIABL,Pharmaceuticals - Indian - Bulk Drugs
PAR DRUGS & CHE.,PAR,Pharmaceuticals - Indian - Bulk Drugs
FERMENTA BIOTECH LTD,FERMENTA,Pharmaceuticals - Indian - Bulk Drugs
NEULAND LABORATORIES LTD.,NEULANDLAB,Pharmaceuticals - Indian - Bulk Drugs
PANCHSHEEL ORGANICS LTD.,PANCHSHEEL,Pharmaceuticals - Indian - Bulk Drugs
NGL FINE-CHEM LTD.,NGLFINE,Pharmaceuticals - Indian - Bulk Drugs
GRANULES INDIA LTD.,GRANULES,Pharmaceuticals - Indian - Bulk Drugs
AURO LABORATORIES LTD.,AUROLAB,Pharmaceuticals - Indian - Bulk Drugs
SAMRAT PHARMACHEM LTD.,SAMRATPH,Pharmaceuticals - Indian - Bulk Drugs
SMRUTHI ORGANICS LTD,SMRUTHIORG,Pharmaceuticals - Indian - Bulk Drugs
BETA DRUGS LTD,BETA,Pharmaceuticals - Indian - Bulk Drugs
TRANSCHEM LTD.,TRANSCHEM,Pharmaceuticals - Indian - Bulk Drugs
JUBILANT PHARMOVA LTD,JUBLPHARMA,Pharmaceuticals - Indian - Bulk Drugs
AARTI DRUGS LTD.,AARTIDRUGS,Pharmaceuticals - Indian - Bulk Drugs
DENIS CHEM LAB LTD,DENISCHEM,Pharmaceuticals - Indian - Bulk Drugs
SMS PHARMACEUTICALS LTD.,SMSPHARMA,Pharmaceuticals - Indian - Bulk Drugs
ISHITA DRUGS & INDUSTRIES LTD.,ISHITADR,Pharmaceuticals - Indian - Bulk Drugs
LUPIN LTD.,LUPIN,Pharmaceuticals - Indian - Bulk Drugs
GUJARAT THEMIS BIOSYN LTD.,GUJTHEM,Pharmaceuticals - Indian - Bulk Drugs
