NAME,NSECode,Industry
KARMA ENERGY LTD.,KARMAENG,Power Generation And Supply
RATTANINDIA ENTERPRISES LTD,RTNINDIA,Power Generation And Supply
INDIA POWER CORP,DPSCLTD,Power Generation And Supply
S CHAND AND COMPANY LTD,SCHAND,Printing & Stationery
DJ MEDIAPRINT & LOGISTICS LTD,DJML,Printing & Stationery
REPRO INDIA LTD.,REPRO,Printing & Stationery
MPS LTD.,MPSLTD,Printing & Stationery
Linc Ltd,LINC,Printing & Stationery
KOKUYO CAMLIN LTD.,KOKUYOCMLN,Printing & Stationery
NAVNEET EDUCATION LIMITED,NAVNETEDUL,Printing & Stationery
SHAKTI PUMPS (INDIA) LTD.,SHAKTIPUMP,Pumps
KIRLOSKAR BROTHERS LTD.,KIRLOSBROS,Pumps
ROTO PUMPS LTD.,ROTO,Pumps
KSB LTD,KSB,Pumps
Titagarh Rail Systems Ltd,TITAGARH,Railway Wans
IMAGICAAWORLD ENTERTAINMENT LTD,IMAGICAA,Recreation / Amusement Parks
WONDERLA HOLIDAYS LTD,WONDERLA,Recreation / Amusement Parks
RELIANCE INDUSTRIES LTD.,RELIANCE,Refineries
RHI MAGNESITA INDIA LTD,RHIM,Refractories / Intermediates
VESUVIUS INDIA LTD.,VESUVIUS,Refractories / Intermediates
IFGL REFRACTORIES LTD,IFGLEXPOR,Refractories / Intermediates
Keystone Realtors Ltd,RUSTOMJEE,"Residential, Commercial Projects"
SignatureGlobal India Ltd,SIGNATURE,"Residential, Commercial Projects"
Sapphire Foods India Ltd,SAPPHIRE,Restaurants
Nupur Recyclers Limited,NRL,Services
Delhivery Limited,DELHIVERY,Services
SEAMEC LTD.,SEAMECLTD,Shipping
NK INDUSTRIES LTD.,NKIND,Solvent Extraction
KRITI NUTRIENTS LTD,KRITINUT,Solvent Extraction
SHREE RAM PROTI.,SRPL,Solvent Extraction
GUJARAT AMBUJA EXPORTS LTD.,GAEL,Solvent Extraction
AGRO TECH FOODS LTD.,ATFL,Solvent Extraction
MANORAMA INDUSTRIES LTD,MANORAMA,Solvent Extraction
AVT NATURAL PRODUCTS LTD.,AVTNPL,Solvent Extraction
CMS Info Systems Ltd,CMSINFO,Sp.Consumer Services
Sai Silks (Kalamandir) Ltd,KALAMANDIR,Speciality Retail
HP Adhesives Ltd,HPAL,Specialty Chemicals
Archean Chemical Industries Ltd,ACI,Specialty Chemicals
Vedant Fashions Ltd,MANYAVAR,Specialty Retail
Flair Writing Industries,FLAIR,Stationary
SURYA ROSHNI LTD.,SURYAROSNI,Steel - Large
APL APOLLO TUBES LTD.,APLAPOLLO,Steel - Large
ISMT LTD.,ISMTLTD,Steel - Medium / Small
SHYAM METALICS AND ENERGY LTD,SHYAMMETL,Steel - Medium / Small
MAN INDUSTRIES (INDIA) LTD.,MANINDS,Steel - Medium / Small
RATNAMANI METALS & TUBES LTD.,RATNAMANI,Steel - Medium / Small
MAHARASHTRA SEAMLESS LTD.,MAHSEAMLES,Steel - Medium / Small
BHARAT WIRE ROPES LTD,BHARATWIRE,Steel - Medium / Small
MANAKSIA STEELS LTD,MANAKSTEEL,Steel - Medium / Small
VARDHMAN SPECIAL STEELS LTD.,VSSL,Steel - Medium / Small
KRITIKA WIRES,KRITIKA,Steel - Medium / Small
KALYANI STEELS LTD.,KSL,Steel - Medium / Small
RAJRATAN GLOBAL WIRE LTD.,RAJRATAN,Steel - Medium / Small
GANDHI SPECIAL TUBES LTD.,GANDHITUBE,Steel - Medium / Small
GODAWARI POWER & ISPAT LTD.,GPIL,Steel - Medium / Small
D P WIRES,DPWIRES,Steel - Medium / Small
TECHNOCRAFT INDUSTRIES (INDIA) LTD.,TIIL,Steel - Medium / Small
RAMA STEEL TUBES LTD,RAMASTEEL,Steel - Medium / Small
MISHRA DHATU NIGAM LTD,MIDHANI,Steel - Medium / Small
KAMDHENU LTD,KAMDHENU,Steel - Medium / Small
AHLADA ENGINEERS,AHLADA,Steel - Medium / Small
TATA METALIKS LTD.,TATAMETALI,Steel - Pig Iron
JINDAL STEEL & POWER LTD.,JINDALSTEL,Steel - Sponge Iron
LLOYDS METALS AND ENERGY LTD.,LLOYDSME,Steel - Sponge Iron
E.I.D.-PARRY (INDIA) LTD.,EIDPARRY,Sugar
DWARIKESH SUGAR INDUSTRIES LTD.,DWARKESH,Sugar
PONNI SUGARS (ERODE) LTD.,PONNIERODE,Sugar
TATA COFFEE LTD.,TATACOFFEE,Tea
CCL PRODUCTS (INDIA) LTD.,CCL,Tea
UNITED NILGIRI,UNITEDTEA,Tea
GROB TEA CO,GROBTEA,Tea
TATA CONSUMER PRODUCTS LTD,TATACONSUM,Tea
ROSSELL INDIA LTD.,ROSSELLIND,Tea
Black Box Limited,BBOX,Technologu
MIC Electronics Limited,MICEL,Technology
KAVVERI TELECOM PRODUCTS LTD.,KAVVERITEL,Telecommunications - Equipment
DIGISPICE TECHNOLOGIES LTD,DIGISPICE,Telecommunications - Equipment
ASTRA MICROWAVE PRODUCTS LTD.,ASTRAMICRO,Telecommunications - Equipment
OLECTRA GREENTECH LTD,OLECTRA,Telecommunications - Equipment
NELCO LTD.,NELCO,Telecommunications - Equipment
TATA COMMUNICATIONS LTD.,TATACOMM,Telecommunications - Service Provider
RAILTEL CORPORATION OF INDIA LTD,RAILTEL,Telecommunications - Service Provider
UNIINFO TELECOM,UNIINFO,Telecommunications - Service Provider
Integra Essentia Ltd,ESSENTIA,Textile
INDIAN CARD CLOTHING CO.LTD.,INDIANCARD,Textile Machinery
LAKSHMI MACHINE WORKS LTD.,LAXMIMACH,Textile Machinery
LUX INDUSTRIES LTD,LUXIND,Textiles - Composite
AKSHAR SPINTEX LTD,AKSHAR,Textiles - Cotton/Blended
INDO COUNT INDUSTRIES LTD.,ICIL,Textiles - Cotton/Blended
AMBIKA COTTON MILLS LTD.,AMBIKCO,Textiles - Cotton/Blended
VARDHMAN TEXTILES LTD.,VTL,Textiles - Cotton/Blended
DCM NOUVELLE LTD,DCMNVL,Textiles - Cotton/Blended
ASHIMA LTD.,ASHIMASYN,Textiles - Cotton/Blended
CHEVIOT CO.LTD.,CHEVIOT,Textiles - Jute - Yarn / Products
SHEELA FOAM LTD,SFL,Textiles - Jute - Yarn / Products
SRF LTD.,SRF,Textiles - Manmade
VARDHMAN ACRYLIC,VARDHACRLC,Textiles - Manmade
CENTURY ENKA LTD.,CENTENKA,Textiles - Manmade
FILATEX INDIA LTD.,FILATEX,Textiles - Manmade
PASUPATI ACRYLON LTD.,PASUPTAC,Textiles - Manmade
INDO RAMA SYNTHETICS (INDIA) LTD.,INDORAMA,Textiles - Manmade
LORENZINI APPARELS LTD,LAL,Textiles - Processing
SIYARAM SILK MILLS LTD.,SIYSIL,Textiles - Processing
WEIZMANN LTD.,WEIZMANIND,Textiles - Processing
ORBIT EXPORTS LTD.,ORBTEXP,Textiles - Processing
FAZE THREE LTD.,FAZE3Q,Textiles - Processing
TRIDENT LTD.,TRIDENT,Textiles - Products
AXITA COTTON LTD,AXITA,Textiles - Products
PRITI INTERNATI.,PRITI,Textiles - Products
IRIS CLOTHINGS,IRISDOREME,Textiles - Products
ADITYA BIRLA FASHION AND RETAIL LTD,ABFRL,Textiles - Products
MALLCOM (INDIA) LTD,MALLCOM,Textiles - Products
FIBERWEB (INDIA) LTD.,FIBERWEB,Textiles - Products
CANTABIL RETAIL INDIA LTD.,CANTABIL,Textiles - Products
GARWARE TECHNICAL FIBRES LTD,GARFIBRES,Textiles - Products
LOVABLE LINGERIE LTD.,LOVABLE,Textiles - Products
LIBAS CONSUMER,LIBAS,Textiles - Products
SP APPARELS LTD,SPAL,Textiles - Products
SPL INDUSTRIES LTD.,SPLIL,Textiles - Products
MITTAL LIFE STYL,MITTAL,Textiles - Products
NANDANI CREATION,JAIPURKURT,Textiles - Products
KITEX GARMENTS LTD.,KITEX,Textiles - Products
K.P.R. MILL LIMITED,KPRMILL,Textiles - Products
PAGE INDUSTRIES LTD.,PAGEIND,Textiles - Products
DOLLAR INDUSTRIES LTD,DOLLAR,Textiles - Products
ZODIAC CLOTHING CO.LTD.,ZODIACLOTH,Textiles - Products
JINDAL WORLDWIDE LTD.,JINDWORLD,Textiles - Products
ZENITH EXPORTS LTD.,ZENITHEXPO,Textiles - Products
GOKALDAS EXPORTS LTD.,GOKEX,Textiles - Products
KEWAL KIRAN CLOTHING LTD.,KKCL,Textiles - Products
RUPA & COMPANY LTD.,RUPA,Textiles - Products
TCNS CLOTHING CO. LTD,TCNSBRANDS,Textiles - Products
SPORTKING INDIA LTD,SPORTKING,Textiles - Spinning - Synthetic / Blended
SHIVA MILLS LTD,SHIVAMILLS,Textiles - Spinning - Synthetic / Blended
SARLA PERFORMANCE FIBERS LTD.,SARLAPOLY,Textiles - Spinning - Synthetic / Blended
BALAXI PHARMA,BALAXI,Trading
HARDWYN INDIA LTD,HARDWYN,Trading
3M INDIA LTD.,3MINDIA,Trading
V-MART RETAIL LTD.,VMART,Trading
VISAGAR POLYTEX LTD.,VIVIDHA,Trading
VINYL CHEMICALS (INDIA) LTD.,VINYLINDIA,Trading
VIKAS LIFECARE LTD,VIKASLIFE,Trading
SAKUMA EXPORTS LTD.,SAKUMA,Trading
MSTC LTD,MSTCLTD,Trading
SAT INDUSTRIES LTD.,SATINDLTD,Trading
BRAND CONCEPTS,BCONCEPTS,Trading
SBC EXPORTS LTD,SBC,Trading
SHANKARA BUILDING PRODUCTS LTD,SHANKARA,Trading
SIRCA PAINTS,SIRCA,Trading
VAXTEX COTFAB,VCL,Trading
RACE ECO CHAIN LTD,RACE,Trading
CARTRADE TECH LTD,CARTRADE,Trading
RAJNANDINI METAL,RAJMET,Trading
OSIA HYPER RETA.,OSIAHYPER,Trading
OPTIEMUS INFRACOM LTD,OPTIEMUS,Trading
REDINGTON (INDIA) LTD.,REDINGTON,Trading
NURECA LTD,NURECA,Trading
AVENUE SUPERMARTS LTD,DMART,Trading
AEGIS LOGISTICS LTD.,AEGISCHEM,Trading
TRENT LTD.,TRENT,Trading
ADANI ENTERPRISES LTD.,ADANIENT,Trading
URJA GLOBAL LTD.,URJA,Trading
VAISHALI PHARMA,VAISHALI,Trading
ANIK INDUSTRIES LTD.,ANIKINDS,Trading
STANDARD INDUSTRIES LTD.,SIL,Trading
STEEL EXCHANGE INDIA LTD.,STEELXIND,Trading
TEMBO GLOBAL,TEMBO,Trading
AKG EXIM,AKG,Trading
Goyal Aluminiums Ltd,GOYALALUM,Trading & Distributors
THOMAS COOK (INDIA) LTD.,THOMASCOOK,Travel Agencies
INDIAN RAILWAY CATERING AND TOURISM CORPORATION LTD,IRCTC,Travel Agencies
BALKRISHNA INDUSTRIES LTD.,BALKRISIND,Tyres
MRF LTD.,MRF,Tyres
SUN PHARMACEUTICAL INDUSTRIES LTD.,SUNPHARMA,
